
####################################################################################################
############################    New Connection @ 13:27:01 | 04-12-15    ############################
####################################################################################################

[LOG: 13:27:32 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 17
[LOG: 13:27:32 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 6
[LOG: 13:27:32 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 7
[LOG: 13:27:32 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 22
[LOG: 13:27:32 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 6
[LOG: 13:27:32 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 26
[LOG: 13:27:32 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 8
[LOG: 13:27:32 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 9
[LOG: 13:27:32 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 10
[LOG: 13:27:32 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 11
[LOG: 13:27:33 | 04-12-15] - PubEvent pub00, /p00-0, 33
[LOG: 13:27:33 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 33
[LOG: 13:27:33 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 33
[LOG: 13:27:33 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 33
[LOG: 13:27:33 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 33
[LOG: 13:27:33 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 25
[LOG: 13:27:33 | 04-12-15] - PubEvent pub10, /p00-1, 33
[LOG: 13:27:33 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 33
[LOG: 13:27:33 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 33
[LOG: 13:27:33 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 33
[LOG: 13:27:33 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 14
[LOG: 13:27:33 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 18
[LOG: 13:27:33 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 20
[LOG: 13:27:33 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 27
[LOG: 13:27:33 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 21
[LOG: 13:27:33 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 24
[LOG: 13:27:33 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 19
[LOG: 13:27:33 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 30
[LOG: 13:27:33 | 04-12-15] - PubEvent pub00, /p00-0, 34
[LOG: 13:27:33 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 34
[LOG: 13:27:33 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 34
[LOG: 13:27:33 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 34
[LOG: 13:27:33 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 34
[LOG: 13:27:33 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 26
[LOG: 13:27:33 | 04-12-15] - PubEvent pub10, /p00-1, 34
[LOG: 13:27:33 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 34
[LOG: 13:27:33 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 34
[LOG: 13:27:33 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 34
[LOG: 13:27:33 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 12
[LOG: 13:27:33 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 12
[LOG: 13:27:33 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 10
[LOG: 13:27:33 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 12
[LOG: 13:27:33 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 11
[LOG: 13:27:33 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 13
[LOG: 13:27:33 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 13
[LOG: 13:27:33 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 14
[LOG: 13:27:33 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 14
[LOG: 13:27:34 | 04-12-15] - PubEvent pub00, /p00-0, 35
[LOG: 13:27:34 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 35
[LOG: 13:27:34 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 35
[LOG: 13:27:34 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 35
[LOG: 13:27:34 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 35
[LOG: 13:27:34 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 27
[LOG: 13:27:34 | 04-12-15] - PubEvent pub10, /p00-1, 35
[LOG: 13:27:34 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 35
[LOG: 13:27:34 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 35
[LOG: 13:27:34 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 35
[LOG: 13:27:34 | 04-12-15] - PubEvent pub00, /p00-0, 36
[LOG: 13:27:34 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 36
[LOG: 13:27:34 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 36
[LOG: 13:27:34 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 36
[LOG: 13:27:34 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 36
[LOG: 13:27:34 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 28
[LOG: 13:27:34 | 04-12-15] - PubEvent pub10, /p00-1, 36
[LOG: 13:27:34 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 36
[LOG: 13:27:34 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 36
[LOG: 13:27:34 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 36
[LOG: 13:27:35 | 04-12-15] - PubEvent pub00, /p00-0, 37
[LOG: 13:27:35 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 37
[LOG: 13:27:35 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 37
[LOG: 13:27:35 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 37
[LOG: 13:27:35 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 37
[LOG: 13:27:35 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 29
[LOG: 13:27:35 | 04-12-15] - PubEvent pub10, /p00-1, 37
[LOG: 13:27:35 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 37
[LOG: 13:27:35 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 37
[LOG: 13:27:35 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 37
[LOG: 13:27:35 | 04-12-15] - PubEvent pub00, /p00-0, 38
[LOG: 13:27:35 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 38
[LOG: 13:27:35 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 38
[LOG: 13:27:35 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 38
[LOG: 13:27:35 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 38
[LOG: 13:27:35 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 30
[LOG: 13:27:35 | 04-12-15] - PubEvent pub10, /p00-1, 38
[LOG: 13:27:35 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 38
[LOG: 13:27:35 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 38
[LOG: 13:27:35 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 38
[LOG: 13:27:36 | 04-12-15] - PubEvent pub00, /p00-0, 39
[LOG: 13:27:36 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 39
[LOG: 13:27:36 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 39
[LOG: 13:27:36 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 39
[LOG: 13:27:36 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 39
[LOG: 13:27:36 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 31
[LOG: 13:27:36 | 04-12-15] - PubEvent pub10, /p00-1, 39
[LOG: 13:27:36 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 39
[LOG: 13:27:36 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 39
[LOG: 13:27:36 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 39
[LOG: 13:27:36 | 04-12-15] - PubEvent pub00, /p00-0, 40
[LOG: 13:27:36 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 40
[LOG: 13:27:36 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 40
[LOG: 13:27:36 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 40
[LOG: 13:27:36 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 40
[LOG: 13:27:36 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 32
[LOG: 13:27:36 | 04-12-15] - PubEvent pub10, /p00-1, 40
[LOG: 13:27:36 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 40
[LOG: 13:27:36 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 40
[LOG: 13:27:36 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 40
[LOG: 13:27:37 | 04-12-15] - PubEvent pub00, /p00-0, 41
[LOG: 13:27:37 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 41
[LOG: 13:27:37 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 41
[LOG: 13:27:37 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 41
[LOG: 13:27:37 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 41
[LOG: 13:27:37 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 33
[LOG: 13:27:37 | 04-12-15] - PubEvent pub10, /p00-1, 41
[LOG: 13:27:37 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 41
[LOG: 13:27:37 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 41
[LOG: 13:27:37 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 41
[LOG: 13:27:37 | 04-12-15] - PubEvent pub00, /p00-0, 42
[LOG: 13:27:37 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 42
[LOG: 13:27:37 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 42
[LOG: 13:27:37 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 42
[LOG: 13:27:37 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 42
[LOG: 13:27:37 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 34
[LOG: 13:27:37 | 04-12-15] - PubEvent pub10, /p00-1, 42
[LOG: 13:27:37 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 42
[LOG: 13:27:37 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 42
[LOG: 13:27:37 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 42
[LOG: 13:27:38 | 04-12-15] - PubEvent pub00, /p00-0, 43
[LOG: 13:27:38 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 43
[LOG: 13:27:38 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 43
[LOG: 13:27:38 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 43
[LOG: 13:27:38 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 43
[LOG: 13:27:38 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 35
[LOG: 13:27:38 | 04-12-15] - PubEvent pub10, /p00-1, 43
[LOG: 13:27:38 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 43
[LOG: 13:27:38 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 43
[LOG: 13:27:38 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 43
[LOG: 13:27:38 | 04-12-15] - PubEvent pub00, /p00-0, 44
[LOG: 13:27:38 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 44
[LOG: 13:27:38 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 44
[LOG: 13:27:38 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 44
[LOG: 13:27:38 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 44
[LOG: 13:27:38 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 36
[LOG: 13:27:38 | 04-12-15] - PubEvent pub10, /p00-1, 44
[LOG: 13:27:38 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 44
[LOG: 13:27:38 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 44
[LOG: 13:27:38 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 44
[LOG: 13:27:39 | 04-12-15] - PubEvent pub00, /p00-0, 45
[LOG: 13:27:39 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 45
[LOG: 13:27:39 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 45
[LOG: 13:27:39 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 45
[LOG: 13:27:39 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 45
[LOG: 13:27:39 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 37
[LOG: 13:27:39 | 04-12-15] - PubEvent pub10, /p00-1, 45
[LOG: 13:27:39 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 45
[LOG: 13:27:39 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 45
[LOG: 13:27:39 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 45
[LOG: 13:27:39 | 04-12-15] - PubEvent pub00, /p00-0, 46
[LOG: 13:27:39 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 46
[LOG: 13:27:39 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 46
[LOG: 13:27:39 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 46
[LOG: 13:27:39 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 46
[LOG: 13:27:39 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 38
[LOG: 13:27:39 | 04-12-15] - PubEvent pub10, /p00-1, 46
[LOG: 13:27:39 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 46
[LOG: 13:27:39 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 46
[LOG: 13:27:39 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 46
[LOG: 13:27:40 | 04-12-15] - PubEvent pub00, /p00-0, 47
[LOG: 13:27:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 47
[LOG: 13:27:40 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 47
[LOG: 13:27:40 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 47
[LOG: 13:27:40 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 47
[LOG: 13:27:40 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 39
[LOG: 13:27:40 | 04-12-15] - PubEvent pub10, /p00-1, 47
[LOG: 13:27:40 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 47
[LOG: 13:27:40 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 47
[LOG: 13:27:40 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 47
[LOG: 13:27:40 | 04-12-15] - PubEvent pub00, /p00-0, 48
[LOG: 13:27:40 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 48
[LOG: 13:27:40 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 48
[LOG: 13:27:40 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 48
[LOG: 13:27:40 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 48
[LOG: 13:27:40 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 40
[LOG: 13:27:40 | 04-12-15] - PubEvent pub10, /p00-1, 48
[LOG: 13:27:40 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 48
[LOG: 13:27:40 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 48
[LOG: 13:27:40 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 48
[LOG: 13:27:41 | 04-12-15] - PubEvent pub00, /p00-0, 49
[LOG: 13:27:41 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 49
[LOG: 13:27:41 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 49
[LOG: 13:27:41 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 49
[LOG: 13:27:41 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 49
[LOG: 13:27:41 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 41
[LOG: 13:27:41 | 04-12-15] - PubEvent pub10, /p00-1, 49
[LOG: 13:27:41 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 49
[LOG: 13:27:41 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 49
[LOG: 13:27:41 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 49
[LOG: 13:27:41 | 04-12-15] - PubEvent pub00, /p00-0, 50
[LOG: 13:27:41 | 04-12-15] - BroEvent broker01, pub00, /p00-0, 50
[LOG: 13:27:41 | 04-12-15] - BroEvent broker11, pub00, /p00-0, 50
[LOG: 13:27:41 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 50
[LOG: 13:27:41 | 04-12-15] - BroEvent broker21, pub00, /p00-0, 50
[LOG: 13:27:41 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 42
[LOG: 13:27:41 | 04-12-15] - PubEvent pub10, /p00-1, 50
[LOG: 13:27:41 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 50
[LOG: 13:27:41 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 50
[LOG: 13:27:41 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 50
[LOG: 13:27:42 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 43
[LOG: 13:27:42 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 44
[LOG: 13:27:43 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 45
[LOG: 13:27:43 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 46
[LOG: 13:27:44 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 47
[LOG: 13:27:44 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 48
[LOG: 13:27:45 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 49
[LOG: 13:27:45 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 50

####################################################################################################
############################    New Connection @ 13:29:48 | 04-12-15    ############################
####################################################################################################

[LOG: 13:30:04 | 04-12-15] - Subscriber sub00 subscribe /p00-0
[LOG: 13:30:04 | 04-12-15] - Subscriber sub00 subscribe /p00-1
[LOG: 13:30:04 | 04-12-15] - Subscriber sub20 subscribe /p00-1
[LOG: 13:30:04 | 04-12-15] - Subscriber sub20 subscribe /p00-0
[LOG: 13:30:06 | 04-12-15] - wait 2000
[LOG: 13:30:06 | 04-12-15] - publisher pub00 publish 50 Ontopic /p00-0 Interval 500 
[LOG: 13:30:06 | 04-12-15] - publisher pub10 publish 50 Ontopic /p00-1 Interval 500 
[LOG: 13:30:06 | 04-12-15] - PubEvent pub00, /p00-0, 1
[LOG: 13:30:06 | 04-12-15] - PubEvent pub10, /p00-1, 1
[LOG: 13:30:06 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 1
[LOG: 13:30:06 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 1
[LOG: 13:30:06 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 1
[LOG: 13:30:06 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 1
[LOG: 13:30:07 | 04-12-15] - PubEvent pub00, /p00-0, 2
[LOG: 13:30:07 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 2
[LOG: 13:30:07 | 04-12-15] - PubEvent pub10, /p00-1, 2
[LOG: 13:30:07 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 2
[LOG: 13:30:07 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 2
[LOG: 13:30:07 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 2
[LOG: 13:30:07 | 04-12-15] - PubEvent pub00, /p00-0, 3
[LOG: 13:30:07 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 3
[LOG: 13:30:07 | 04-12-15] - PubEvent pub10, /p00-1, 3
[LOG: 13:30:07 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 1
[LOG: 13:30:07 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 1
[LOG: 13:30:07 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 1
[LOG: 13:30:07 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 3
[LOG: 13:30:07 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 3
[LOG: 13:30:07 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 3
[LOG: 13:30:07 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 1
[LOG: 13:30:08 | 04-12-15] - PubEvent pub00, /p00-0, 4
[LOG: 13:30:08 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 4
[LOG: 13:30:08 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 2
[LOG: 13:30:08 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 2
[LOG: 13:30:08 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 2
[LOG: 13:30:08 | 04-12-15] - BroEvent broker10, pub00, /p00-0, 4
[LOG: 13:30:08 | 04-12-15] - PubEvent pub10, /p00-1, 4
[LOG: 13:30:08 | 04-12-15] - BroEvent broker20, pub00, /p00-0, 4
[LOG: 13:30:08 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 4
[LOG: 13:30:08 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 4
[LOG: 13:30:08 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 4
[LOG: 13:30:08 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 2
[LOG: 13:30:08 | 04-12-15] - wait 2000
[LOG: 13:30:08 | 04-12-15] - PubEvent pub00, /p00-0, 5
[LOG: 13:30:08 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 3
[LOG: 13:30:08 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 5
[LOG: 13:30:08 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 3
[LOG: 13:30:08 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 4
[LOG: 13:30:08 | 04-12-15] - SubEvent sub00, pub10, /p00-1, 4
[LOG: 13:30:08 | 04-12-15] - PubEvent pub10, /p00-1, 5
[LOG: 13:30:08 | 04-12-15] - SubEvent sub00, pub00, /p00-0, 5
[LOG: 13:30:08 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 5
[LOG: 13:30:08 | 04-12-15] - crash broker10
[LOG: 13:30:08 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 5
[LOG: 13:30:08 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 5
[LOG: 13:30:08 | 04-12-15] - freeze broker00
[LOG: 13:30:08 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 1
[LOG: 13:30:08 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 1
[LOG: 13:30:09 | 04-12-15] - PubEvent pub00, /p00-0, 6
[LOG: 13:30:09 | 04-12-15] - SubEvent sub20, pub00, /p00-0, 2
[LOG: 13:30:09 | 04-12-15] - SubEvent sub20, pub10, /p00-1, 2
[LOG: 13:30:09 | 04-12-15] - PubEvent pub10, /p00-1, 6
[LOG: 13:30:09 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 6
[LOG: 13:30:09 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 6
[LOG: 13:30:09 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 6
[LOG: 13:30:09 | 04-12-15] - PubEvent pub00, /p00-0, 7
[LOG: 13:30:09 | 04-12-15] - PubEvent pub10, /p00-1, 7
[LOG: 13:30:09 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 7
[LOG: 13:30:09 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 7
[LOG: 13:30:09 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 7
[LOG: 13:30:10 | 04-12-15] - PubEvent pub00, /p00-0, 8
[LOG: 13:30:10 | 04-12-15] - PubEvent pub10, /p00-1, 8
[LOG: 13:30:10 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 8
[LOG: 13:30:10 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 8
[LOG: 13:30:10 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 8
[LOG: 13:30:10 | 04-12-15] - PubEvent pub00, /p00-0, 9
[LOG: 13:30:10 | 04-12-15] - PubEvent pub10, /p00-1, 9
[LOG: 13:30:10 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 9
[LOG: 13:30:10 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 9
[LOG: 13:30:10 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 9
[LOG: 13:30:10 | 04-12-15] - wait 2000
[LOG: 13:30:11 | 04-12-15] - PubEvent pub00, /p00-0, 10
[LOG: 13:30:11 | 04-12-15] - PubEvent pub10, /p00-1, 10
[LOG: 13:30:11 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 10
[LOG: 13:30:11 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 10
[LOG: 13:30:11 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 10
[LOG: 13:30:11 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 6
[LOG: 13:30:11 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 7
[LOG: 13:30:11 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 8
[LOG: 13:30:11 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 9
[LOG: 13:30:11 | 04-12-15] - unfreeze broker00
[LOG: 13:30:11 | 04-12-15] - BroEvent broker00, pub00, /p00-0, 10
[LOG: 13:30:11 | 04-12-15] - crash broker00
[LOG: 13:30:11 | 04-12-15] - crash broker20
[LOG: 13:30:11 | 04-12-15] - PubEvent pub00, /p00-0, 11
[LOG: 13:30:11 | 04-12-15] - PubEvent pub10, /p00-1, 11
[LOG: 13:30:11 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 11
[LOG: 13:30:11 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 11
[LOG: 13:30:11 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 11
[LOG: 13:30:12 | 04-12-15] - PubEvent pub00, /p00-0, 12
[LOG: 13:30:12 | 04-12-15] - PubEvent pub10, /p00-1, 12
[LOG: 13:30:12 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 12
[LOG: 13:30:12 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 12
[LOG: 13:30:12 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 12
[LOG: 13:30:12 | 04-12-15] - PubEvent pub00, /p00-0, 13
[LOG: 13:30:12 | 04-12-15] - PubEvent pub10, /p00-1, 13
[LOG: 13:30:12 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 13
[LOG: 13:30:12 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 13
[LOG: 13:30:12 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 13
[LOG: 13:30:13 | 04-12-15] - PubEvent pub00, /p00-0, 14
[LOG: 13:30:13 | 04-12-15] - PubEvent pub10, /p00-1, 14
[LOG: 13:30:13 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 14
[LOG: 13:30:13 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 14
[LOG: 13:30:13 | 04-12-15] - BroEvent broker22, pub10, /p00-1, 14
[LOG: 13:30:13 | 04-12-15] - PubEvent pub00, /p00-0, 15
[LOG: 13:30:13 | 04-12-15] - PubEvent pub10, /p00-1, 15
[LOG: 13:30:13 | 04-12-15] - BroEvent broker12, pub10, /p00-1, 15
[LOG: 13:30:13 | 04-12-15] - BroEvent broker02, pub10, /p00-1, 15
